ARC014.RF.Unl,ARC014,Pour the Mold,1,RF,Unl,R,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC014.png,Mechanologist,Action
ARC015.NF.1st,ARC015,Pour the Mold,2,NF,1st,R,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC015.png,Mechanologist,Action
ARC015.RF.1st,ARC015,Pour the Mold,2,RF,1st,R,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC015.png,Mechanologist,Action
ARC015.NF.Unl,ARC015,Pour the Mold,2,NF,Unl,R,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC015.png,Mechanologist,Action
ARC015.RF.Unl,ARC015,Pour the Mold,2,RF,Unl,R,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC015.png,Mechanologist,Action
ARC016.NF.1st,ARC016,Pour the Mold,3,NF,1st,R,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC016.png,Mechanologist,Action
ARC016.RF.1st,ARC016,Pour the Mold,3,RF,1st,R,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-ARC/ARC016.png,Mechanologist,Action
ARC016.NF.Unl,ARC016,Pour the Mold,3,NF,Unl,R,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC016.png,Mechanologist,Action
ARC016.RF.Unl,ARC016,Pour the Mold,3,RF,Unl,R,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-ARC/U-ARC016.png,Mechanologist,Action
DYN094.NF,DYN094,Powder Keg,3,NF,,M,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN094.png,Mechanologist,Action,Item
DYN094.RF,DYN094,Powder Keg,3,RF,,M,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN094.png,Mechanologist,Action,Item
DYN094.CF,DYN094,Powder Keg,3,CF,,M,0,,,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN094.png,Mechanologist,Action,Item
DTD053.NF,DTD053,Prayer of Bellona,2,NF,,M,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD053.png,Light,Warrior,Action
DTD053.RF,DTD053,Prayer of Bellona,2,RF,,M,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD053.png,Light,Warrior,Action
DYN076.NF,DYN076,Precision Press,1,NF,,R,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN076.png,Warrior,Action
DYN076.RF,DYN076,Precision Press,1,RF,,R,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN076.png,Warrior,Action
DYN077.NF,DYN077,Precision Press,2,NF,,R,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN077.png,Warrior,Action
DYN077.RF,DYN077,Precision Press,2,RF,,R,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN077.png,Warrior,Action
DYN078.NF,DYN078,Precision Press,3,NF,,R,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN078.png,Warrior,Action
DYN078.RF,DYN078,Precision Press,3,RF,,R,1,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN078.png,Warrior,Action
CRU013.NF.1st,CRU013,Predatory Assault,1,NF,1st,C,2,6,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU013.png,Brute,Action,Attack
CRU013.RF.1st,CRU013,Predatory Assault,1,RF,1st,C,2,6,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU013-RF.png,Brute,Action,Attack
CRU013.NF.Unl,CRU013,Predatory Assault,1,NF,Unl,C,2,6,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU013.png,Brute,Action,Attack
CRU013.RF.Unl,CRU013,Predatory Assault,1,RF,Unl,C,2,6,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU013.png,Brute,Action,Attack
CRU014.NF.1st,CRU014,Predatory Assault,2,NF,1st,C,2,5,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU014.png,Brute,Action,Attack
CRU014.RF.1st,CRU014,Predatory Assault,2,RF,1st,C,2,5,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU014-RF.png,Brute,Action,Attack
CRU014.NF.Unl,CRU014,Predatory Assault,2,NF,Unl,C,2,5,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU014.png,Brute,Action,Attack
CRU014.RF.Unl,CRU014,Predatory Assault,2,RF,Unl,C,2,5,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU014.png,Brute,Action,Attack
CRU015.NF.1st,CRU015,Predatory Assault,3,NF,1st,C,2,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU015.png,Brute,Action,Attack
CRU015.RF.1st,CRU015,Predatory Assault,3,RF,1st,C,2,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU015-RF.png,Brute,Action,Attack
CRU015.NF.Unl,CRU015,Predatory Assault,3,NF,Unl,C,2,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU015.png,Brute,Action,Attack
CRU015.RF.Unl,CRU015,Predatory Assault,3,RF,Unl,C,2,4,3,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU015.png,Brute,Action,Attack
DYN062.NF,DYN062,Predatory Streak,1,NF,,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN062.png,Ninja,Action
DYN062.RF,DYN062,Predatory Streak,1,RF,,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN062.png,Ninja,Action
LGS122.RF,LGS122,Predatory Streak,1,RF,,P,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS122.png,Ninja,Action
DYN063.NF,DYN063,Predatory Streak,2,NF,,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN063.png,Ninja,Action
DYN063.RF,DYN063,Predatory Streak,2,RF,,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN063.png,Ninja,Action
LGS123.RF,LGS123,Predatory Streak,2,RF,,P,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS123.png,Ninja,Action
TCC097.NF,TCC097,Predatory Streak,2,NF,,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2023-TCC/EN/TCC097.png,Ninja,Action
DYN064.NF,DYN064,Predatory Streak,3,NF,,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN064.png,Ninja,Action
DYN064.RF,DYN064,Predatory Streak,3,RF,,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN064.png,Ninja,Action
LGS124.RF,LGS124,Predatory Streak,3,RF,,P,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS124.png,Ninja,Action
TCC101.NF,TCC101,Predatory Streak,3,NF,,C,0,,2,https://storage.googleapis.com/fabmaster/cardfaces/2023-TCC/EN/TCC101.png,Ninja,Action
OUT188.NF,OUT188,Premeditate,1,NF,,M,0,,2,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT188.width-450.png,Generic,Action
OUT188.RF,OUT188,Premeditate,1,RF,,M,0,,2,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT188.width-450.png,Generic,Action
1HP040.NF,1HP040,Primeval Bellow,1,NF,,C,0,,3,https://storage.googleapis.com/fabmaster/media/images/1HP040.width-450.png,Brute,Action
WTR035.NF.Alpha,WTR035,Primeval Bellow,1,NF,Alpha,C,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR035.png,Brute,Action
WTR035.RF.Alpha,WTR035,Primeval Bellow,1,RF,Alpha,C,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR035.png,Brute,Action
WTR035.NF.Unl,WTR035,Primeval Bellow,1,NF,Unl,C,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR035.png,Brute,Action
WTR035.RF.Unl,WTR035,Primeval Bellow,1,RF,Unl,C,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR035.png,Brute,Action
1HP041.NF,1HP041,Primeval Bellow,2,NF,,C,0,,3,https://storage.googleapis.com/fabmaster/media/images/1HP041.width-450.png,Brute,Action
WTR036.NF.Alpha,WTR036,Primeval Bellow,2,NF,Alpha,C,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR036.png,Brute,Action
WTR036.RF.Alpha,WTR036,Primeval Bellow,2,RF,Alpha,C,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR036.png,Brute,Action
WTR036.NF.Unl,WTR036,Primeval Bellow,2,NF,Unl,C,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR036.png,Brute,Action
WTR036.RF.Unl,WTR036,Primeval Bellow,2,RF,Unl,C,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR036.png,Brute,Action
1HP042.NF,1HP042,Primeval Bellow,3,NF,,C,0,,3,https://storage.googleapis.com/fabmaster/media/images/1HP042.width-450.png,Brute,Action
RNR026.NF,RNR026,Primeval Bellow,3,NF,,C,0,,3,https://storage.googleapis.com/fabmaster/media/images/RNR26.width-450.png,Brute,Action
WTR037.NF.Alpha,WTR037,Primeval Bellow,3,NF,Alpha,C,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR037.png,Brute,Action
WTR037.RF.Alpha,WTR037,Primeval Bellow,3,RF,Alpha,C,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2019-WTR/WTR037.png,Brute,Action
WTR037.NF.Unl,WTR037,Primeval Bellow,3,NF,Unl,C,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR037.png,Brute,Action
WTR037.RF.Unl,WTR037,Primeval Bellow,3,RF,Unl,C,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2020-U-WTR/U-WTR037.png,Brute,Action
HER034.CF,HER034,Prism,,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER034.png,Light,Illusionist,Hero,Young
MON002.NF.1st,MON002,Prism,,NF,1st,T,,,,https://storage.googleapis.com/fabmaster/media/images/MON002.width-450.png,Light,Illusionist,Hero,Young
MON002.NF.Unl,MON002,Prism,,NF,Unl,T,,,,https://storage.googleapis.com/fabmaster/media/images/U-MON002.width-450.png,Light,Illusionist,Hero,Young
PSM001.RF,PSM001,Prism,,RF,,R,,,,https://storage.googleapis.com/fabmaster/media/images/PSM001.width-450.png,Light,Illusionist,Hero,Young
DTD002.NF,DTD002,"Prism, Advent of Thrones",,NF,,M,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD002.png,Light,Illusionist,Hero,Young
HER084.CF,HER084,"Prism, Advent of Thrones",,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER084.png,Light,Illusionist,Hero,Young
DTD001.NF,DTD001,"Prism, Awakener of Sol",,NF,,M,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-DTD/EN/DTD001.png,Light,Illusionist,Hero
HER086.CF,HER086,"Prism, Awakener of Sol",,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER086.png,Light,Illusionist,Hero
WIN023.GF,WIN023,"Prism, Awakener of Sol",,GF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/WIN023.png,Light,Illusionist,Hero
HER030.CF,HER030,"Prism, Sculptor of Arc Light",,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER030.png,Light,Illusionist,Hero
HER038.RF,HER038,"Prism, Sculptor of Arc Light",,RF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER038.png,Light,Illusionist,Hero
HER069.CF,HER069,"Prism, Sculptor of Arc Light",,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER069.png,Light,Illusionist,Hero
HER069.CF,HER069,"Prism, Sculptor of Arc Light",,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER069_Back.png,Light,Illusionist,Hero
MON001.NF.1st,MON001,"Prism, Sculptor of Arc Light",,NF,1st,T,,,,https://storage.googleapis.com/fabmaster/media/images/MON001.width-450.png,Light,Illusionist,Hero
MON001.NF.Unl,MON001,"Prism, Sculptor of Arc Light",,NF,Unl,T,,,,https://storage.googleapis.com/fabmaster/media/images/U-MON001.width-450.png,Light,Illusionist,Hero
WIN009.GF,WIN009,"Prism, Sculptor of Arc Light",,GF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/WIN009.png,Light,Illusionist,Hero
EVO071.NF,EVO071,Prismatic Lens,2,NF,,M,1,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO071.png,Mechanologist,Action,Item
EVO071.RF,EVO071,Prismatic Lens,2,RF,,M,1,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO071.png,Mechanologist,Action,Item
MON092.NF.1st,MON092,Prismatic Shield,1,NF,1st,R,3,,,https://storage.googleapis.com/fabmaster/media/images/MON092.width-450.png,Illusionist,Instant
MON092.RF.1st,MON092,Prismatic Shield,1,RF,1st,R,3,,,https://storage.googleapis.com/fabmaster/media/images/MON092.width-450.png,Illusionist,Instant
MON092.NF.Unl,MON092,Prismatic Shield,1,NF,Unl,R,3,,,https://storage.googleapis.com/fabmaster/media/images/U-MON092.width-450.png,Illusionist,Instant
MON092.RF.Unl,MON092,Prismatic Shield,1,RF,Unl,R,3,,,https://storage.googleapis.com/fabmaster/media/images/U-MON092.width-450.png,Illusionist,Instant
PSM026.NF,PSM026,Prismatic Shield,1,NF,,R,3,,,https://storage.googleapis.com/fabmaster/media/images/PSM026.width-450.png,Illusionist,Instant
MON093.NF.1st,MON093,Prismatic Shield,2,NF,1st,R,3,,,https://storage.googleapis.com/fabmaster/media/images/MON093.width-450.png,Illusionist,Instant
MON093.RF.1st,MON093,Prismatic Shield,2,RF,1st,R,3,,,https://storage.googleapis.com/fabmaster/media/images/MON093.width-450.png,Illusionist,Instant
MON093.NF.Unl,MON093,Prismatic Shield,2,NF,Unl,R,3,,,https://storage.googleapis.com/fabmaster/media/images/U-MON093.width-450.png,Illusionist,Instant
MON093.RF.Unl,MON093,Prismatic Shield,2,RF,Unl,R,3,,,https://storage.googleapis.com/fabmaster/media/images/U-MON093.width-450.png,Illusionist,Instant
MON094.NF.1st,MON094,Prismatic Shield,3,NF,1st,R,3,,,https://storage.googleapis.com/fabmaster/media/images/MON094.width-450.png,Illusionist,Instant
MON094.RF.1st,MON094,Prismatic Shield,3,RF,1st,R,3,,,https://storage.googleapis.com/fabmaster/media/images/MON094.width-450.png,Illusionist,Instant
MON094.NF.Unl,MON094,Prismatic Shield,3,NF,Unl,R,3,,,https://storage.googleapis.com/fabmaster/media/images/U-MON094.width-450.png,Illusionist,Instant
MON094.RF.Unl,MON094,Prismatic Shield,3,RF,Unl,R,3,,,https://storage.googleapis.com/fabmaster/media/images/U-MON094.width-450.png,Illusionist,Instant
JDG009.CF,JDG009,Proclamation of Abundance,,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/JDG009.png,Adjudicator,Equipment,Off-Hand
JDG010.RF,JDG010,Proclamation of Abundance,,RF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/JDG010.png,Adjudicator,Equipment,Off-Hand
JDG003.CF,JDG003,Proclamation of Requisition,,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/JDG003.png,Adjudicator,Equipment,Off-Hand
JDG004.RF,JDG004,Proclamation of Requisition,,RF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/JDG004.png,Adjudicator,Equipment,Off-Hand
HER104.CF,HER104,Professor Teklovossen,,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/HER104.png,Mechanologist,Hero,Young
TCC001.RF,TCC001,Professor Teklovossen,,RF,,M,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-TCC/EN/TCC001.png,Mechanologist,Hero,Young
DYN203.NF,DYN203,Prognosticate,1,NF,,C,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN203.png,Wizard,Action
DYN203.RF,DYN203,Prognosticate,1,RF,,C,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN203.png,Wizard,Action
DYN204.NF,DYN204,Prognosticate,2,NF,,C,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN204.png,Wizard,Action
DYN204.RF,DYN204,Prognosticate,2,RF,,C,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN204.png,Wizard,Action
DYN205.NF,DYN205,Prognosticate,3,NF,,C,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN205.png,Wizard,Action
DYN205.RF,DYN205,Prognosticate,3,RF,,C,0,,3,https://storage.googleapis.com/fabmaster/cardfaces/2022-DYN/EN/DYN205.png,Wizard,Action
CRU183.NF.1st,CRU183,Promise of Plenty,1,NF,1st,R,0,3,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU183.png,Generic,Action,Attack
CRU183.RF.1st,CRU183,Promise of Plenty,1,RF,1st,R,0,3,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU183.png,Generic,Action,Attack
CRU183.NF.Unl,CRU183,Promise of Plenty,1,NF,Unl,R,0,3,2,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU183.png,Generic,Action,Attack
CRU183.RF.Unl,CRU183,Promise of Plenty,1,RF,Unl,R,0,3,2,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU183.png,Generic,Action,Attack
CRU184.NF.1st,CRU184,Promise of Plenty,2,NF,1st,R,0,2,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU184.png,Generic,Action,Attack
CRU184.RF.1st,CRU184,Promise of Plenty,2,RF,1st,R,0,2,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU184.png,Generic,Action,Attack
CRU184.NF.Unl,CRU184,Promise of Plenty,2,NF,Unl,R,0,2,2,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU184.png,Generic,Action,Attack
CRU184.RF.Unl,CRU184,Promise of Plenty,2,RF,Unl,R,0,2,2,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU184.png,Generic,Action,Attack
CRU185.NF.1st,CRU185,Promise of Plenty,3,NF,1st,R,0,1,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU185.png,Generic,Action,Attack
CRU185.RF.1st,CRU185,Promise of Plenty,3,RF,1st,R,0,1,2,https://storage.googleapis.com/fabmaster/cardfaces/2020-CRU/CRU185.png,Generic,Action,Attack
CRU185.NF.Unl,CRU185,Promise of Plenty,3,NF,Unl,R,0,1,2,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU185.png,Generic,Action,Attack
CRU185.RF.Unl,CRU185,Promise of Plenty,3,RF,Unl,R,0,1,2,https://storage.googleapis.com/fabmaster/cardfaces/2021-U-CRU/U-CRU185.png,Generic,Action,Attack
EVO024.NF,EVO024,Proto Base Arms,,NF,,T,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO024.png,Mechanologist,Equipment,Base,Arms
LGS184.CF,LGS184,Proto Base Arms,,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS184.png,Mechanologist,Equipment,Base,Arms
TCC005.NF,TCC005,Proto Base Arms,,NF,,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-TCC/EN/TCC005.png,Mechanologist,Equipment,Base,Arms
EVO023.NF,EVO023,Proto Base Chest,,NF,,T,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO023.png,Mechanologist,Equipment,Base,Chest
LGS183.CF,LGS183,Proto Base Chest,,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS183.png,Mechanologist,Equipment,Base,Chest
TCC004.NF,TCC004,Proto Base Chest,,NF,,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-TCC/EN/TCC004.png,Mechanologist,Equipment,Base,Chest
EVO022.NF,EVO022,Proto Base Head,,NF,,T,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO022.png,Mechanologist,Equipment,Base,Head
LGS182.CF,LGS182,Proto Base Head,,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS182.png,Mechanologist,Equipment,Base,Head
TCC003.NF,TCC003,Proto Base Head,,NF,,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-TCC/EN/TCC003.png,Mechanologist,Equipment,Base,Head
EVO025.NF,EVO025,Proto Base Legs,,NF,,T,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-EVO/EN/EVO025.png,Mechanologist,Equipment,Base,Legs
LGS185.CF,LGS185,Proto Base Legs,,CF,,P,,,,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS185.png,Mechanologist,Equipment,Base,Legs
TCC006.NF,TCC006,Proto Base Legs,,NF,,C,,,,https://storage.googleapis.com/fabmaster/cardfaces/2023-TCC/EN/TCC006.png,Mechanologist,Equipment,Base,Legs
ARA011.NF,ARA011,Prowl,1,NF,,C,0,3,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-ARA/EN/ARA011.png,Assassin,Action,Attack
OUT033.NF,OUT033,Prowl,1,NF,,C,0,3,3,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT033.width-450.png,Assassin,Action,Attack
OUT033.RF,OUT033,Prowl,1,RF,,C,0,3,3,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT033.width-450.png,Assassin,Action,Attack
ARA021.NF,ARA021,Prowl,2,NF,,C,0,2,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-ARA/EN/ARA021.png,Assassin,Action,Attack
OUT034.NF,OUT034,Prowl,2,NF,,C,0,2,3,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT034.width-450.png,Assassin,Action,Attack
OUT034.RF,OUT034,Prowl,2,RF,,C,0,2,3,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT034.width-450.png,Assassin,Action,Attack
ARA023.NF,ARA023,Prowl,3,NF,,C,0,1,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-ARA/EN/ARA023.png,Assassin,Action,Attack
OUT035.NF,OUT035,Prowl,3,NF,,C,0,1,3,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT035.width-450.png,Assassin,Action,Attack
OUT035.RF,OUT035,Prowl,3,RF,,C,0,1,3,https://dhhim4ltzu1pj.cloudfront.net/media/images/OUT035.width-450.png,Assassin,Action,Attack
UZU023.NF,UZU023,Prowl,3,NF,,C,0,1,3,https://storage.googleapis.com/fabmaster/cardfaces/2023-OUT-UZU/EN/UZU023.png,Assassin,Action,Attack
EVR128.NF.1st,EVR128,Pry,1,NF,1st,C,0,,3,https://storage.googleapis.com/fabmaster/media/images/EVR128.width-450.png,Wizard,Action
EVR128.RF.1st,EVR128,Pry,1,RF,1st,C,0,,3,https://storage.googleapis.com/fabmaster/media/images/EVR128.width-450.png,Wizard,Action
EVR129.NF.1st,EVR129,Pry,2,NF,1st,C,0,,3,https://storage.googleapis.com/fabmaster/media/images/EVR129.width-450.png,Wizard,Action
EVR129.RF.1st,EVR129,Pry,2,RF,1st,C,0,,3,https://storage.googleapis.com/fabmaster/media/images/EVR129.width-450.png,Wizard,Action
EVR130.NF.1st,EVR130,Pry,3,NF,1st,C,0,,3,https://storage.googleapis.com/fabmaster/media/images/EVR130.width-450.png,Wizard,Action
EVR130.RF.1st,EVR130,Pry,3,RF,1st,C,0,,3,https://storage.googleapis.com/fabmaster/media/images/EVR130.width-450.png,Wizard,Action
LGS051.RF,LGS051,Pulping,1,RF,,P,2,6,,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS051.png,Brute,Action,Attack
MON223.NF.1st,MON223,Pulping,1,NF,1st,R,2,6,,https://storage.googleapis.com/fabmaster/media/images/83qQVRV7av7WVwN6jhg0d.width-450.png,Brute,Action,Attack
MON223.RF.1st,MON223,Pulping,1,RF,1st,R,2,6,,https://storage.googleapis.com/fabmaster/media/images/83qQVRV7av7WVwN6jhg0d.width-450.png,Brute,Action,Attack
MON223.NF.Unl,MON223,Pulping,1,NF,Unl,R,2,6,,https://storage.googleapis.com/fabmaster/media/images/U-MON223.width-450.png,Brute,Action,Attack
MON223.RF.Unl,MON223,Pulping,1,RF,Unl,R,2,6,,https://storage.googleapis.com/fabmaster/media/images/U-MON223.width-450.png,Brute,Action,Attack
LGS052.RF,LGS052,Pulping,2,RF,,P,2,5,,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS052.png,Brute,Action,Attack
MON224.NF.1st,MON224,Pulping,2,NF,1st,R,2,5,,https://storage.googleapis.com/fabmaster/media/images/322d1Gx66IHv4QNM3gOjV7.width-450.png,Brute,Action,Attack
MON224.RF.1st,MON224,Pulping,2,RF,1st,R,2,5,,https://storage.googleapis.com/fabmaster/media/images/322d1Gx66IHv4QNM3gOjV7.width-450.png,Brute,Action,Attack
MON224.NF.Unl,MON224,Pulping,2,NF,Unl,R,2,5,,https://storage.googleapis.com/fabmaster/media/images/U-MON224.width-450.png,Brute,Action,Attack
MON224.RF.Unl,MON224,Pulping,2,RF,Unl,R,2,5,,https://storage.googleapis.com/fabmaster/media/images/U-MON224.width-450.png,Brute,Action,Attack
LGS053.RF,LGS053,Pulping,3,RF,,P,2,4,,https://storage.googleapis.com/fabmaster/cardfaces/promos/LGS053.png,Brute,Action,Attack
MON225.NF.1st,MON225,Pulping,3,NF,1st,R,2,4,,https://storage.googleapis.com/fabmaster/media/images/h3ntlAv43eGM6Nq3R046zh.width-450.png,Brute,Action,Attack
MON225.RF.1st,MON225,Pulping,3,RF,1st,R,2,4,,https://storage.googleapis.com/fabmaster/media/images/h3ntlAv43eGM6Nq3R046zh.width-450.png,Brute,Action,Attack
MON225.NF.Unl,MON225,Pulping,3,NF,Unl,R,2,4,,https://storage.googleapis.com/fabmaster/media/images/U-MON225.width-450.png,Brute,Action,Attack
MON225.RF.Unl,MON225,Pulping,3,RF,Unl,R,2,4,,https://storage.googleapis.com/fabmaster/media/images/U-MON225.width-450.png,Brute,Action,Attack
ELE113.NF.1st,ELE113,Pulse of Candlehold,2,NF,1st,M,0,,3,https://storage.googleapis.com/fabmaster/media/images/ELE113.width-450.png,Earth,Lightning,Action
ELE113.CF.1st,ELE113,Pulse of Candlehold,2,CF,1st,M,0,,3,https://storage.googleapis.com/fabmaster/media/images/ELE113.width-450.png,Earth,Lightning,Action
ELE113.NF.Unl,ELE113,Pulse of Candlehold,2,NF,Unl,M,0,,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE113.width-450.png,Earth,Lightning,Action
ELE113.RF.Unl,ELE113,Pulse of Candlehold,2,RF,Unl,M,0,,3,https://storage.googleapis.com/fabmaster/media/images/U-ELE113.width-450.png,Earth,Lightning,Action
